,Brand,Product Name,Sales Volume,Product Category,Rating,Number of Review,Price
838,SOUL,Soul Electronics - Run Free Pro Wireless Active Earphones with Bluetooth (Electric Blue) ,0,Headphone,0.0,0,558
839,Lenovo,Lenovo True wireless earbuds HT20,0,Headphone,0.0,0,360
840,Bose,Noise Cancelling 700 Headphone (Black),0,Headphone,0.0,0,2799
841,Bose,QuietComfort 消噪 Earbuds (White),0,Headphone,0.0,0,2299
842,Bose,Sport 運動 Earbuds (Black),0,Headphone,0.0,0,1499
843,BAMiNi,Free Bluetooth On-Ear Kid Headphone - Blue,40,Headphone,3.5,2,338
844,SHURE ,SRH840 Professional Monitoring Headphones,0,Headphone,0.0,0,1698
845,SHURE ,SRH940 Professional Reference Headphones,0,Headphone,0.0,0,2258
846,SHURE ,SRH1540 Premium Closed-Back Headphones,0,Headphone,0.0,0,3838
847,SHURE ,SRH1840 Professional Open Back Headphones,0,Headphone,0.0,0,3838
848,BAMiNi,Healthy Wired On-Ear Kid Headphone - Blue,10,Headphone,0.0,0,238
849,Moshi,Avanti On-Ear Headphones - Burgundy Red,0,Headphone,0.0,0,1588
850,SENNHEISER,URBANITE XL Wireless Headphone,0,Headphone,0.0,0,999
851,SENNHEISER,HD 350BT Black ,0,Headphone,0.0,0,949
852,SENNHEISER,HD 350BT White,0,Headphone,0.0,0,949
853,Grado Labs,Grado Labs SR60e Headphone,0,Headphone,5.0,1,788
854,SENNHEISER,MOMENTUM Around-Ear Wireless Ivory ,0,Headphone,0.0,0,2945
855,Bose,QuietComfort 35 II QC 35 Series II Wireless Noise Cancelling Headphones Silver -Parallel Import,20,Headphone,0.0,0,1320
856,HyperX,Cloud Alpha S 7.1 Surround Sound,10,Headphone,0.0,0,999
857,JBL,(CORAL)TUNE 750BTNC WL NC OVER-EAR HEADPHONE,0,Headphone,0.0,0,698
858,JBL,(WHITE)TUNE 750BTNC WL NC OVER-EAR HEADPHONE,0,Headphone,0.0,0,698
859,Others,in Pods12,0,Headphone,0.0,0,99
860,BAMiNi,Free Bluetooth On-Ear Kid Headphone - Blue,60,Headphone,4.0,1,321
861,Others,inpodsPro,0,Headphone,0.0,0,99
862,SENNHEISER,HD 820 Closed-Back Stereo Over-Ear Headphones -Parallel Import,0,Headphone,0.0,0,12900
863,Others,Pro5,0,Headphone,0.0,0,138
864,Others,inpods  Pro,0,Headphone,0.0,0,99
865,Vonmaehlen,Wireless Concert One ROSE GOLD,0,Headphone,0.0,0,1488
866,Sony,WF-XB700 Wireles Stereo Headset,0,Headphone,0.0,0,799
867,SHURE ,SHURE SBH2350 AONIC 50 Wireless Headphones (Black),0,Headphone,0.0,0,2380
868,SHURE ,SHURE SBH2350 AONIC 50 Wireless Headphones (Brown),0,Headphone,0.0,0,2480
869,Philips,Official TAT4556 IPX4 ANC Active Noise Cancellation True Wireless Bluetooth Earphone Black,0,Headphone,0.0,0,699
870,Philips,Official TAT4556 IPX4 ANC Active Noise Cancellation True Wireless Bluetooth Earphone Purple,0,Headphone,0.0,0,699
871,Philips,Official TAT4556 IPX4 ANC Active Noise Cancellation True Wireless Bluetooth Earphone White,0,Headphone,0.0,0,699
872,Philips,Official TAT4556 IPX4 ANC Active Noise Cancellation True Wireless Bluetooth Earphone Green,0,Headphone,0.0,0,699
873,Fatboy,FONENG T36 Type-C耳機(數碼芯片，兼容性高達99%）,0,Headphone,0.0,0,68
874,Motorola,ESCAPE 220 頭戴式藍牙無線耳機,0,Headphone,0.0,0,550
875,Plantronics,"Plantronics BackBeat FIT 3150 True Wireless Sport Earbuds, Black",0,Headphone,0.0,0,738
876,Logitech,G335 Wired Gaming Headset - Black (981-000979),0,Headphone,5.0,1,579
877,Logitech,Logitech G335 Gaming Headset - BLACK,0,Headphone,0.0,0,599
878,Philips,"(Black) SHL3075BK wired headset with microphone [PHILIPS Philips] (Hong Kong original licensed one-year warranty) Cover-ear 32 mm speaker driver, gaming, music, powerful bass",0,Headphone,0.0,0,159
879,JBL,JBL Tour One,0,Headphone,0.0,0,2099
880,IRainbow,(Gray silver) F806 Bone Conduction Bluetooth Headphones Hanging Ear Waterproof Sports Earphones New Concept Not Earn Painless Wearing Open Design Outdoor Sweatproof Hanging Ear Wireless Earphones Running Neck Hanging,0,Headphone,0.0,0,295
881,SKULLCANDY,Riff Wireless On-Ear Headphone,0,Headphone,0.0,0,579
882,Razer,RAZER Hammerhead True Wireless PRO is THX® gaming grade hybrid active certified true Bluetooth heads,0,Headphone,0.0,0,1380
883,Agrade,(Gray silver) F806 Bone Conduction Bluetooth Headphones Hanging Ear Waterproof Sports Earphones New Concept Not Earn Painless Wearing Open Design Outdoor Sweatproof Hanging Ear Wireless Earphones Running Neck Hanging,0,Headphone,0.0,0,295
884,Promate,Corvin 2-in-1 High Definition Wireless Headphone Transform to Stereo Speakers (Blue colour),0,Headphone,0.0,0,469
885,JBL,Live 400BT Wireless Headphone [2 Colors],0,Headphone,0.0,0,598
886,Fiio,Official FH5s Dragon iron two ring two iron mixed four unit MMCX wired in earphone Black,0,Headphone,0.0,0,2398
887,Fiio,Official FH5s Dragon iron two ring two iron mixed four unit MMCX wired in earphone Silver,0,Headphone,0.0,0,2398
888,Razer,Razer Kraken Ultimate Surround Sound Headset with ANC Microphone (Parallel Import),0,Headphone,0.0,0,1099
889,SOUL,EMOTION MAX Active Noise Cancelling Over-Ear Wireless Bluetooth Headphones,0,Headphone,0.0,0,898
890,SENNHEISER,Official CX True Wireless TWS AAC aptX SBC IPX4 true wireless bluetooth Earphone black,0,Headphone,0.0,0,1098
891,SENNHEISER,Official CX True Wireless TWS AAC aptX SBC IPX4 true wireless bluetooth Earphone White,0,Headphone,0.0,0,1098
892,JBL,Official Live Pro+ 3 microphone EQ IPx4 TWS ANC active noise reduction true wireless Earphone Black,0,Headphone,0.0,0,1098
893,JBL,Official Tour Pro+ TWS 3 microphone EQ ANC 6.8mm dynamic active noise reduction true wireless Earphone,0,Headphone,0.0,0,1588
894,Philips,Official IPX4 Splash and Sweat Resistant Earbuds In Ear True Wireless Headphones TAT1215BK,0,Headphone,0.0,0,328
895,Philips,SHM1900 Headset,0,Headphone,0.0,0,198
896,Sony,WH-1000XM4 WIRELESS NOISE CANCELLING HEADPHONES(Sliver) #sony,0,Headphone,5.0,1,2248
897,Nicehck,Nicehck DB3 Hybrid 3 Units In Ear Earphone(Blue),0,Headphone,0.0,0,248
898,Logitech,Logitech G335 Gaming Headset - BLACK (981-000979),0,Headphone,0.0,0,599
899,INTOPIC,JAZZ-565 Headphone Microphone Wired Headphone Surround Sound Intopic Adjustable Volume Control Adjustable Headwear Anti-oxidation 3.5mm Gold-plated (Hong Kong Original Licensed One-Year Warranty),0,Headphone,0.0,0,146
900,Sony,Sony Noise Cancelling Headphones MDR-ZX110 NC Black [Authorized Goods],0,Headphone,0.0,0,340
901,KISUMBLE,Superconnectr Purple true wireless earbuds headset,0,Headphone,0.0,0,560
902,Sony,PS5 PULSE 3D™ wireless headset(parallel import),0,Headphone,0.0,0,1028
903,Samsung,Galaxy Buds Live - Noise Cancellation Wireless Headphones / SM-R180 Mystic White (Parallel imported),0,Headphone,0.0,0,698
904,Sony,MDR-XB950BT EXTRA BASS Bluetooth Headphones / Grey (Hong Kong licensed Product),0,Headphone,0.0,0,1050
905,JBL,LIVE 500BT / Wireless Over-Ear Headphones / Voice Assistant / Black (Parallel imported),0,Headphone,0.0,0,799
906,realme,Buds Q - True Wireless Headset RMA215 / Black - Parallel imported #wireless #gaming #headset,0,Headphone,1.0,1,169
907,ITFIT,True Wireless EarBuds - ITFITTWST808 / Black - Parallel imported #wireless #headset #turewireless,0,Headphone,0.0,0,128
908,Others,Sport Wireless,0,Headphone,0.0,0,59
909,Bose,Bose - QuietComfort 35 Wireless Noise Cancelling Headphones QC35II - Black (Parallel Import),0,Headphone,0.0,0,1300
910,Bose,Bose - QuietComfort 35 Wireless Noise Cancelling Headphones QC35II - Silver (Parallel Import),0,Headphone,0.0,0,1300
911,Sony,Sony WH-1000XM4 Wireless Noise Cancelling Headphones - Black (Parallel Import),0,Headphone,0.0,0,1950
912,Sony,Sony WH-1000XM4 Wireless Noise Cancelling Headphones - Silver (Parallel Import),0,Headphone,0.0,0,1950
913,Samsung,Samsung AKG Headphone Type C,0,Headphone,0.0,0,118
914,Sony,WH-1000XM4 Wireless Noise Cancelling Headphones BLACK (Parallel Import),0,Headphone,0.0,0,1940
915,JBL,Quantum 200 stereo gaming headset,10,Headphone,0.0,0,498
916,WK,Y31 有線通話耳機 (Iphone接頭),50,Headphone,3.3,3,58
917,Plantronics,PLANTRONICS VOYAGER 5200 - BLACK,20,Headphone,4.0,1,698
918,Sony,Official WH 1000XM4 Wireless Bluetooth Noise Cancelling Headset Earphone Headphone Black,0,Headphone,0.0,0,2280
919,Bose,Bose Noise Cancelling headphone 700 Black (NC700) Parallel Import,0,Headphone,0.0,0,2290
920,Sony,WH-1000XM4 Wireless Noise Cancelling Headphones BLACK (Parallel Import),10,Headphone,0.0,0,1940
921,SENNHEISER,(BLACK)HD450BT BLUETOOTH WIRELESS HEADPHONES,0,Headphone,5.0,1,999
922,MARSHALL,HK Marshall MID BLUETOOTH Wireless Headphone,10,Headphone,3.6,3,1499
923,Huawei,Huawei FreeBuds 3 Ture Wireless ANC Earphone Parallel goods,0,Headphone,5.0,1,630
924,MONSTER,Clarity 6.0ANC 主動降噪無線藍牙耳機 12MM 香港行貨 一年保養,0,Headphone,0.0,0,679
925,AUDIO TECHNICA,M50X BK PROFESSIONAL MONITOR HEADPHONES BLACK ,10,Headphone,0.0,0,1350
926,Sony,SONY HEADPHONE MDR-ZX110 Black Authorized Goods,20,Headphone,0.0,0,168
927,Havit,Multifunction Wireless Foldable Headphone i66 Black,90,Headphone,4.2,8,199
928,Lenovo,Lenovo LivePods LP12 真無線藍牙耳機,10,Headphone,5.0,1,119
929,Lenovo,LivePods QT81 真無線藍牙耳機,10,Headphone,4.0,1,148
930,Sony,AUTHORIZED GOODS WF-XB700 Black,0,Headphone,0.0,0,760
931,SOUL,Sync ANC Active Noise Cancellation True Wireless Bluetooth Headset Earphone Siri Google Black,0,Headphone,0.0,0,458
932,Turtle Beach,Recon 70 eSport Headset[Green Camo],0,Headphone,0.0,0,288
933,Lenovo,(Green/Blue) Lenovo Lenovo LivePods LP1s wireless bluetooth headset true wireless bluetooth headset wireless headset running sports IPX4 bluetooth 5.0 call sports music headset-parallel import,10,Headphone,0.0,0,118
934,Lenovo ,Lenovo Wireless Bluetooth Semi-In-Ear Headphones QT81 (Black),0,Headphone,0.0,0,148
935,SPARROW KIDS,ACTIVE NOISE CANCELING HEADPHONE -  TWIN STARS,0,Headphone,0.0,0,399
936,JLab Audio,REWIND WIRELESS RETRO HEADPHONES[Black],20,Headphone,4.0,3,198
937,Philips,SHK2000BL Kids On Ear Headphones - [Blue]  (Parallel imported),30,Headphone,5.0,1,138
938,JLab Audio,JBUDDIES STUDIO ON-EAR FOLDING KIDS HEADPHONES,0,Headphone,0.0,0,238
939,SPARROW KIDS,KIDS SAFE HEADPHONES WITH IN-LINE MIC - HELLO KITTY,10,Headphone,0.0,0,159
940,SPARROW KIDS,KIDS SAFE HEADPHONES WITH IN-LINE MIC - MY MELODY,20,Headphone,0.0,0,159
941,Sony,WH-1000XM3 Wireless Bluetooth Noise Reduction Earphones-Black (parallel import),100,Headphone,4.4,9,1799
942,Samsung,AUTHORIZED GOODS Galaxy Buds+ Black,0,Headphone,0.0,0,1100
943,AUDIO TECHNICA,AUTHORIZED GOODS AT-HDC323A,0,Headphone,0.0,0,1160
944,AUDIO TECHNICA,AUTHORIZED GOODS AT-HDC313A/1.2 A2DC,0,Headphone,0.0,0,1160
945,YEVO,Yevo 1 True Wireless Earbuds (Black),0,Headphone,0.0,0,499
946,Bose,Bose Noise Cancelling 700 Wireless Headphone (Silver),0,Headphone,0.0,0,2070
947,picun,Wired children's headphones,0,Headphone,0.0,0,199
948,Bose,Bose Noise Cancelling headphone 700 Triple midnight (NC700) Parallel Import,0,Headphone,0.0,0,2290
949,SOUND MISSION,COMPUTER HEADSET WITH BOOM MIC-CINNAMOROLL (MIS12MM-CN),0,Headphone,0.0,0,102
950,SOUND MISSION,COMPUTER HEADSET WITH BOOM MIC-RUNABOUTS( MIS12MM-RS),0,Headphone,0.0,0,102
951,SPARROW KIDS,KIDS SAFE HEADPHONES - HELLO KITTY,10,Headphone,0.0,0,135
952,AfterShokz,AfterShokz OPENMOVE Wireless Bone Conduction Headphones AS660 - Alpine White,0,Headphone,0.0,0,788
953,AfterShokz,AfterShokz OPENMOVE Wireless Bone Conduction Headphones AS660 - Slate Grey,0,Headphone,0.0,0,788
954,JLab Audio,Epic Air Sport ANC ios/android app noise reduction true wireless bluetooth TWS Earphone,0,Headphone,0.0,0,850
955,AUDIO TECHNICA,ATH-S200BT Wireless Bluetooth Headset Portable Sports Earphone-white (Parallel Import),0,Headphone,3.5,2,599
956,Sony,AUTHORIZED GOODS WH-H910N h.ear on 3 Wireless Noise Cancelling Headphones - Blue,0,Headphone,5.0,1,1850
957,1MORE,1MORE ANC 混合雙單元降噪藍牙5.0 真無線耳機 黑色,0,Headphone,0.0,0,1178
958,AUDIO TECHNICA,AUTHORIZED GOODS ATH-CK2000Ti,0,Headphone,0.0,0,6140
959,MARSHALL,MONITOR II A.N.C. - Black,0,Headphone,0.0,0,2398
960,Bose,Bose Noise Cancelling 700 Wireless Headphone (Black),0,Headphone,0.0,0,2070
961,JBL,JBL JR310 BT Kids Wireless on-ear headphones Green/Grey [Authorized Goods],0,Headphone,0.0,0,449
962,AfterShokz,AfterShokz OPEN MOVE Wireless Bone Conduction Headphones AS660 - Himalayan Pink,0,Headphone,0.0,0,788
963,AfterShokz,AfterShokz OPEN MOVE Wireless Bone Conduction Headphones AS660 - Elevation Blue,0,Headphone,0.0,0,788
964,MARSHALL,香港行貨 Marshall Minor II BT 藍牙耳塞式耳機 黑色,0,Headphone,0.0,0,887
965,Skullcandy,Skullcandy UPROAR 阿波羅藍芽耳罩耳機  S5URJW-547,0,Headphone,0.0,0,19
966,Skullcandy,Skullcandy Grind 有線OVER EAR headphone Famed Purple,0,Headphone,5.0,1,19
967,Skullcandy,Skullcandy UPROAR 阿波羅藍芽耳罩耳機  S5URJW-553-PS,0,Headphone,0.0,0,19
968,Skullcandy,Skullcandy Grind 有線OVER EAR headphone FAMED/ROYAL/BLUE,0,Headphone,0.0,0,19
969,Skullcandy,Skullcandy UPROAR Bluetooth over ear headphone S5URJW-547-PS,0,Headphone,0.0,0,19
970,Skullcandy,Skullcandy Grind 有線OVER EAR headphone Grind Locals  Only/Yellow/Black TTech,0,Headphone,5.0,1,19
971,Bose,Noise Cancelling Headphones 700 (Soapstone) (Parallel imported),0,Headphone,0.0,0,2040
972,Sony,SONY - WH-1000XM4  Ture Wireless ANC Headphone,0,Headphone,0.0,0,2090
973,Lenovo,(Red/Purple) Lenovo Lenovo LivePods LP1s wireless bluetooth headset true wireless bluetooth headset wireless headset running sports IPX4 bluetooth 5.0 call sports music headset-parallel import,0,Headphone,0.0,0,119
974,Lenovo,(Red/Purple) Lenovo Lenovo LivePods LP1s wireless bluetooth headset true wireless bluetooth headset wireless headset running sports IPX4 bluetooth 5.0 call sports music headset-parallel import,0,Headphone,0.0,0,119
975,Sony,Official WH 1000XM4 Wireless Bluetooth Noise Cancelling Headset Earphone Headphone Black,0,Headphone,0.0,0,2280
976,Sony,Official WH 1000XM4 Wireless Bluetooth Noise Cancelling Headset Earphone Headphone Silver Gold,0,Headphone,0.0,0,2280
977,JBL,"(Pink) JBL T500BT Wireless On-Ear Heaphone Pure bass, hands-free calling, lightweight and comfortable, foldable earphones, easy to carry 無線耳筒式耳機",0,Headphone,0.0,0,389
978,Sony,Authorized Goods IER-Z1R Crafted in Japan Signature Series In-ear Headphones,0,Headphone,0.0,0,10490
979,SENNHEISER,HD 660 S HD660s Open-Back Dynamic Headphones -Parallel Import,0,Headphone,0.0,0,3099
980,HyperX,Cloud Stinger Core - Console Version,60,Headphone,0.0,0,299
981,Lamborghini,LB-OEP-DI/NW01-BK On-Ear Wireless Headphone (Aluminium Housing with Leather Headband and LaserEngraving Shield Logo) Automobili Lamborghini,0,Headphone,0.0,0,1170
982,JBL,Official Live Pro+ 3 microphone EQ IPx4 TWS ANC active noise reduction true wireless Earphone White,0,Headphone,0.0,0,1098
983,Logitech,Zone Wireless Bluetooth Headphone,0,Headphone,0.0,0,1890
984,Lenovo ,"IdeaPad 5 Slim 15IIL  ( Intel i5-1135G7 / 16GB RAM / 256GB SSD + 1TB HDD /  15.6"" FHD IPS )【Laptop】",10,Laptop,5.0,1,5998
985,Lenovo,ThinkPad L380 i5 8G Ultraportable High Speed Business Notebook (20M5A007HH) - High Quality Demo Unit,10,Laptop,5.0,2,4599
986,ASUS,AX5400雙頻 WiFi 6 電競級路由器 (RT-AX82U)｜香港行貨，三年保養,10,Laptop,0.0,0,1799
987,ACER,"[Intel EVO] Swift 5 SF514-55TA-59VX  ( i5 1135G7/ 8GB RAM/ 512 GB SSD/  14"" FHD Touch IPS) Laptop",0,Laptop,0.0,0,6998
988,Huawei,HONOR Router 3 國際版｜Wi-Fi 6 Plus｜3000Mbps｜Easy Setup,200,Laptop,4.0,8,308
989,MSI,"GF65 Thin 10UE ( i7-10750H / 16GB RAM / 1TB SSD / RTX3060 / 15.6"" 144Hz ) Laptop",0,Laptop,5.0,2,10499
990,Chuwi,UBook 輕薄便攜平板電腦｜送專用鍵盤｜8GB RAM / 256GB ROM,0,Laptop,4.0,1,2499
991,ASUS,AX3000雙頻 WiFi 6 軍工級電競路由器 (TUF-AX3000)｜香港行貨，三年保養,0,Laptop,0.0,0,1499
992,ACER,"Aspire Nitro AN515-55 (15.6"", i7-10750H, GTX1660Ti, 16GB RAM, 512GB SSD, Win10 Home) AN515-55-7923",0,Laptop,5.0,2,10498
993,Fujisu,"Lifebook U7310 日本製 13.3"" 全高清 Notebook i7-10510U 8GB 512GB PCIe SSD Win10 Home 3年保養",0,Laptop,5.0,2,8298
994,ACER,"Swift SF114-33 (14"", Celeron N4020, 8GB RAM, 256GB SSD, Win10 Home) SF114-33-C1AF",0,Laptop,0.0,0,4398
995,Lenovo,"IdeaPad 510S 13.3"" i5 SSD Light with high-performing laptop (80V0000YHH) - High Quality Demo Unit",0,Laptop,5.0,2,3299
996,ASUS,AX1800雙頻 WiFi 6 路由器 (RT-AX56U)｜香港行貨，三年保養,10,Laptop,0.0,0,999
997,Dell,(InStock)(Fast Delivery)11th CPU i5-1135G7 512GB SSD - Dell Inspiron 3501 Ins3501-R1500,10,Laptop,4.6,12,5699
998,Fujitsu,"Lifebook U9311 日本制造13.3"" Touch FHD IPS  925克 手提電腦 i7-1185G7 32GB 2TB PCIe SSD LTE Win10 Pro",0,Laptop,0.0,0,20980
999,ASUS,AX1800雙頻 WiFi 6 路由器 (RT-AX55) 白色｜香港行貨，三年保養,10,Laptop,0.0,0,799
1000,Lenovo,"Yoga C940-14IIL 14"" i5/16G/512 SSD Milti-mode Notebook (81Q90012HH) - High Quality Demo Unit",0,Laptop,0.0,0,6099
1001,MSI,"[ Best for Entry ] GF63 Thin 10SC ( i7-10750H/ 16GB RAM/ 512GB SSD/ GTX 1650/ 15.6"" 144Hz ) Laptop",20,Laptop,5.0,2,6399
1002,ACER,(現貨-行貨)Acer Swift 3 SF314-42 New AMD Ryzen5 CPU 1.2KG - 2 Years Acer Warranty - SWIFT 3 SF314-42-R5Q,20,Laptop,5.0,12,4698
1003,ACER,"Nitro 5 AN515-55-77CB ( i7-10750H/ 16GB RAM/ GTX 1660Ti/ 15.6"" FHD 144Hz ) Laptop",0,Laptop,0.0,0,9498
1004,ACER,"Aspire A315-56-51CW (15.6"", i5-1035G1, 8GB RAM, 128GB SSD+1TB HDD, Win10 Home)",0,Laptop,0.0,0,4998
1005,MSI,"[ New RTX 3050Ti ] Sword 15 11UD ( i5-11400H / RTX3050Ti / 15.6"" 144Hz )",0,Laptop,0.0,0,8399
1006,Lenovo ,"[WQHD Mon] Legion 5 Pro ( Ryzen 5800H/ RTX3060/  16GB RAM/ 1TB SSD/ 16"" WQHD 165Hz )",0,Laptop,0.0,0,14498
1007,MSI,"Stealth 15M 11UEK ( i7-11375H/ RTX3060/ 15.6"" 144Hz ) Laptop",0,Laptop,0.0,0,12999
1008,Lenovo,"Yoga S740 14"" i5/MX250/16G/1T SSD all-metal Notebook (81RS000FHH) - High Quality Demo Unit",0,Laptop,5.0,1,5499
1009,Lenovo ,"[AMD 8 Core + RTX 3060] Legion 5 15 ( R7 5800H/ RTX3060/ 15.6"" FHD 165Hz ) Laptop",0,Laptop,0.0,0,13998
1010,Lenovo,YOGA 720-12IKB Effortlessly portable Convertible Laptop (81B5003MHH) - High Quality Demo Unit,0,Laptop,0.0,0,4499
1011,Lenovo ,"[AMD 8 Core + RTX 3060] IdeaPad Gaming 3  ( R7 5800H/ RTX3060/ 1000GB SSD/ 15.6"" FHD 165Hz ) Laptop",0,Laptop,0.0,0,11998
1012,Lenovo,"IdeaPad Flex 5 14"" Touch/i5/16G/512 SSD Notebook (82HS0019HH) - Brand New Unit",0,Laptop,0.0,0,7298
1013,Dell,(In Stock)(Fast Delivery)11th CPU i3-1115G4 256GB SSD - Dell Inspiron 3501 Ins3501-R1300L,0,Laptop,5.0,1,4499
1014,MSI,"Sword 11UD 15.6""傳奇刀鋒電競筆電 11th ( i5-11400H / RTX3050Ti / 16GB / 512GB / 144Hz )",0,Laptop,0.0,0,9499
1015,HP,"15s-du3031TX Gold ( Intel i5-1135G7/ 8GB RAM/ 256GB SSD/ MX350/ 15.6"" FHD IPS) Laptop",0,Laptop,0.0,0,5099
1016,HP,"HP 15s-du3030TX 15.6"" IPS/i5-1135G7/4GB/256GB/MX350 Laptop - Silver",0,Laptop,0.0,0,4750
1017,AVITA,"Pura 14"" FHD AMD A9 8GB Ram 256GB SSD Win10 Home GLOSSY PURPLE",10,Laptop,0.0,0,2998
1018,DarkFlash,"G100 Notebook Cooler Fan:14CM*1,6CM*4 Aluminum+ABS",100,Laptop,4.0,8,228
1019,AVITA,"Pura 14"" FHD AMD A9 8GB Ram 256GB SSD Win10 Home PINK DIAMOND",0,Laptop,0.0,0,2998
1020,iPens,X1 - Active capacitive pen stylus fine head ipad / tablet / smartphone (Silver) 1 Year Warranty,60,Laptop,4.0,2,299
1021,AVITA,"Pura 14"" FHD AMD A9 8GB Ram 256GB SSD Win10 Home METALLIC BLACK",0,Laptop,0.0,0,2998
1022,SHURE ,AONIC 3 專業隔音耳機 - 黑色｜配備單一高解析度微型發聲單元｜可拆卸式設計,10,Laptop,0.0,0,888
1023,HP,BM200 黑色｜無線藍牙耳機｜附帶3.5mm音頻線｜40mm 動圈驅動單元｜550mAh 特大電量,40,Laptop,2.6,3,228
1024,Fujitsu,AC ADAPTER FPCAC157 (65W),20,Laptop,0.0,0,380
1025,Chuwi,Hi10 X - 10.1吋 2in1 平板電腦｜送專用鍵盤｜6GB RAM / 128GB ROM,0,Laptop,0.0,0,2399
1026,ARMOR,"Flexible Glass Screen Protector_Anti Glare with Blue Light Filter for MacBook Pro / Air 13.3""",50,Laptop,4.0,1,190
1027,Philips,無線滑鼠鍵盤組合 - C323黑色｜人體工程學設計，舒適耐用,0,Laptop,5.0,1,138
1028,Rambo,8GB SODIMM DDR4-2666 1.2V Memory Module for PC Notebook Laptop,0,Laptop,0.0,0,530
1029,Philips,無線靜音滑鼠 - M504黑色｜人體工程學設計,10,Laptop,4.0,1,78
1030,Philips,無線滑鼠鍵盤組合 - C323粉紅色｜人體工程學設計，舒適耐用,0,Laptop,0.0,0,138
1031,Capdase,KLIA ScreenGUARD for MacBook Air 13-inch,20,Laptop,4.0,1,88
1032,SHURE ,SE215 - BT2 無線專業隔音耳機『藍牙版 5.0』- 白色 (原廠行貨),40,Laptop,4.0,4,899
1033,8Bitdo,SN30 Pro Bluetooth  Wireless Gamepad For Windows/Android/macOS/Steam/Switch/Raspberry Pi,0,Laptop,0.0,0,290
1034,HE Amazing,APPLE-Lightning to SD Card Camera High Speed Card Reader,10,Laptop,0.0,0,129
1035,Capdase,KLIA ScreenGUARD for MacBook Pro 15-inch,10,Laptop,0.0,0,88
1036,Capdase,KLIA ScreenGUARD for MacBook Pro 13-inch,20,Laptop,1.0,1,88
1037,LaVe Leisure,Vertical ergonomic charging wireless mouse,0,Laptop,0.0,0,95
1038,INCASE,For Apple Macbook‧13-inch Laptop‧American Brand‧Compact Sleeve Pochette Compacte - Blue,0,Laptop,0.0,0,299
1039,HE Amazing,APPLE-Lightning to SD Card Camera High Speed Card Reader,0,Laptop,0.0,0,129
1040,Nexstgo,NEXSTGO 44W Battery,0,Laptop,0.0,0,399
1041,ARMOR,"Flexible Glass Screen Protector_9H with HD for MacBook Pro / Air 13.3""_",0,Laptop,0.0,0,180
1042,JP,25-in-1 Multifunctional Screwdriver for Maintenance Mini Precision Screwdriver Set Torx Pentalobe,10,Laptop,0.0,0,59
1043,LaVe Leisure,HDMI to VGA converter black,10,Laptop,4.0,1,49
1044,Lenovo,IdeaPad Miix 510-12ISK Core i5 2-in-1 Tablet PC (80U1002HHH) - High Qualitu Demo Unit,20,Laptop,4.5,2,3699
1045,Lenovo,Lenovo Yoga Mouse with Laser Presenter (4Y50U59628),20,Laptop,5.0,2,450
1046,INCASE,"Slim Sleeve Honeycomb Ripstop for 13""Macbook Pro - Black",0,Laptop,0.0,0,408
1047,INCASE,"Slim Sleeve Honeycomb Ripstop for 13""Macbook Pro - Space Gray",0,Laptop,0.0,0,408
1048,Rambo,4GB PC3-12800 DDR3 1600 MHz SO DIMM SDRAM Memory for Apple Mac Macbook,0,Laptop,0.0,0,655
1049,Rambo,8GB PC4-19200 DDR4 2400MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,10,Laptop,5.0,1,585
1050,Rambo,4GB PC3-8500 DDR3 1066MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,10,Laptop,5.0,2,655
1051,Rambo,8GB PC3-8500 DDR3 1066MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,20,Laptop,5.0,1,810
1052,Rambo,8GB PC3-10600 DDR3 1333MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,0,Laptop,0.0,0,810
1053,Rambo,4GB PC3-10600 DDR3 1333MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,20,Laptop,5.0,1,655
1054,Rambo,16G PC4-19200 DDR4 2400MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,0,Laptop,0.0,0,1060
1055,Rambo,8GB PC3-12800 DDR3 1600MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,70,Laptop,0.0,0,1030
1056,WavLink,Thunderbolt 3 to 8K DisplayPort 1.4 Adapter 5K Dual 4K @60Hz UTA21D 1 Year Warranty,0,Laptop,0.0,0,768
1057,Rambo,8GB DDR3 1600MHz SO DIMM 16-Chip 1.35-1.5V Memory for Notebook / Laptop,60,Laptop,5.0,2,795
1058,Rambo,4GB DDR3 1866MHz SO DIMM 8-Chip 1.35-1.5V Memory for Notebook / Laptop,0,Laptop,0.0,0,409
1059,Rambo,8GB DDR3 1866MHz SO DIMM 16-Chip 1.35-1.5V Memory for Notebook / Laptop,0,Laptop,0.0,0,795
1060,Rambo,4GB DDR3 1600MHz SO DIMM 8-Chip 1.35-1.5V Memory for Notebook / Laptop,30,Laptop,0.0,0,410
1061,Rambo,8GB DDR3 1333MHz SO DIMM 16-Chip 1.35-1.5V Memory for Notebook / Laptop,0,Laptop,0.0,0,795
1062,Rambo,8GB DDR3 1066MHz SO DIMM 16-Chip 1.5V Memory for Notebook / Laptop,0,Laptop,0.0,0,795
